	Unnamed: 0_x	person_id	arrest_id_x	charge_degree	offense_category	arrest_date_event	Unnamed: 0_y	arrest_id_y	age_at_arrest	sex	race	arrest_date_univ	y	current_charge_felony	num_fel_arrests_last_year
1573	1069	51883	11282530	felony	violent	2012-08-18	752	5828497	25.980821917808218	M	mixed	2017-04-30	1	1	0
1575	1524	51883	11282533	misdemeanor	violent	2012-08-18	752	5828497	25.980821917808218	M	mixed	2017-04-30	1	0	0
3768	4622	336042	11277863	misdemeanor	other	2012-08-20	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
1020	5404	29538	11279290	misdemeanor	other	2012-08-20	756	4502396	35.553424657534244	M	Black	2018-01-16	0	0	0
1606	446	55112	11271102	misdemeanor	property	2012-08-22	225	7200043	46.46849315068493	M	White	2016-04-23	0	0	0
1610	506	55112	13582415	misdemeanor	property	2012-08-22	225	7200043	46.46849315068493	M	White	2016-04-23	0	0	0
246	876	9523	11271721	misdemeanor	drug	2012-08-22	359	3126179	27.695890410958903	M	Black	2018-08-26	1	0	0
2763	1068	84199	11271399	misdemeanor	drug	2012-08-22	553	7563283	22.12054794520548	M	Black	2016-01-14	1	0	0
3133	3414	100614	11270145	misdemeanor	violent	2012-08-23	665	5111848	25.375342465753423	F	Black	2017-09-27	1	0	0
2024	515	66829	13633121	misdemeanor	violent	2012-08-23	793	6871709	48.30684931506849	M	White	2016-07-06	0	0	0
4588	1067	919650	11264300	misdemeanor	violent	2012-08-24	744	7532175	34.915068493150685	M	Black	2016-01-24	0	0	0
4641	1452	935128	11257917	misdemeanor	property	2012-08-27	375	6156149	48.56712328767123	F	Black	2017-02-06	0	0	0
5040	3212	1061804	11261725	misdemeanor	drug	2012-08-27	355	7382549	28.82191780821918	M	White	2016-03-07	0	0	0
5039	3209	1061804	28625834	misdemeanor	drug	2012-08-27	355	7382549	28.82191780821918	M	White	2016-03-07	0	0	0
5166	5899	1072559	11257034	misdemeanor	other	2012-08-28	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
652	2369	24750	11255224	misdemeanor	property	2012-08-28	313	2586870	35.0958904109589	M	White	2018-12-06	1	0	0
5123	3320	1072559	11253684	misdemeanor	property	2012-08-29	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
2092	331	69058	11238732	felony	violent	2012-09-03	402	7255033	49.24931506849315	F	mixed	2016-04-10	0	1	0
3767	4621	336042	11238733	misdemeanor	other	2012-09-03	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
6485	6367	3462861	11237602	misdemeanor	other	2012-09-04	92	6676950	71.27123287671233	M	Black	2016-09-02	0	0	0
3724	5330	324828	11236545	misdemeanor	other	2012-09-04	789	3377463	34.227397260273975	M	Black	2018-07-24	1	0	0
4765	1523	988101	11235695	felony	property	2012-09-04	57	6185866	33.271232876712325	M	Black	2017-01-28	0	1	0
1177	4101	36799	11233900	felony	drug	2012-09-05	973	2816767	33.8986301369863	M	Black	2018-10-23	0	1	0
789	6366	26596	11230942	misdemeanor	other	2012-09-06	137	7370720	46.40547945205479	M	mixed	2016-03-09	0	0	0
5271	3083	1114653	28242622	felony	violent	2012-09-07	78	3399268	39.16712328767123	M	Black	2018-07-20	0	1	1
5272	3088	1114653	11228853	felony	violent	2012-09-07	78	3399268	39.16712328767123	M	Black	2018-07-20	0	1	1
5035	5711	1060589	11223896	misdemeanor	other	2012-09-08	199	4941565	28.134246575342463	M	Black	2017-10-27	0	0	0
1090	4100	33253	11223348	felony	property	2012-09-08	649	4284534	24.306849315068494	M	Black	2018-02-25	1	1	1
3828	4620	339988	11217212	misdemeanor	violent	2012-09-10	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
3799	501	339988	13582211	misdemeanor	property	2012-09-11	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
3798	441	339988	11213780	misdemeanor	property	2012-09-11	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
5382	1848	1130673	11211066	misdemeanor	drug	2012-09-12	599	7005244	25.65205479452055	M	Black	2016-05-28	1	0	0
4358	3037	847667	11209793	misdemeanor	violent	2012-09-13	569	5564259	32.27945205479452	F	Black	2017-07-03	0	0	0
1019	5403	29538	11208482	misdemeanor	other	2012-09-13	756	4502396	35.553424657534244	M	Black	2018-01-16	0	0	0
243	4728	9102	11203184	felony	property	2012-09-14	521	4983747	24.898630136986306	M	Black	2017-10-19	0	1	1
3111	3801	98350	11206394	felony	other	2012-09-14	183	4251991	53.772602739726025	M	Black	2018-03-02	1	1	0
5591	2748	1302621	11197670	misdemeanor	violent	2012-09-16	85	2907242	54.24657534246575	M	Black	2018-10-05	0	0	0
3252	2939	145687	11198076	misdemeanor	violent	2012-09-16	817	6183350	38.347945205479455	M	Asian	2017-01-30	1	0	0
639	5400	23784	20284085	misdemeanor	other	2012-09-18	50	4559816	26.156164383561645	F	White	2018-01-03	0	0	0
216	4686	9003	11190498	misdemeanor	drug	2012-09-18	906	6872176	33.45753424657534	F	Black	2016-07-06	0	0	0
4454	1521	908756	11190441	misdemeanor	violent	2012-09-18	350	7027943	35.915068493150685	M	Black	2016-05-21	0	0	0
638	5359	23784	11191152	misdemeanor	other	2012-09-18	50	4559816	26.156164383561645	F	White	2018-01-03	0	0	0
1089	4099	33253	11191758	felony	property	2012-09-18	649	4284534	24.306849315068494	M	Black	2018-02-25	1	1	2
5931	5769	1609935	11185818	misdemeanor	other	2012-09-20	406	7395386	41.40547945205479			2016-03-02	0	0	0
2750	3652	84027	11185338	misdemeanor	drug	2012-09-20	607	2680535	39.26849315068493	M	Black	2018-11-18	0	0	0
2168	2253	69593	19589371	misdemeanor	property	2012-09-21	988	6166510	35.4	F	mixed	2017-02-03	0	0	0
2009	3559	66046	11182725	misdemeanor	property	2012-09-21	909	5057571	24.473972602739725	M	Black	2017-10-06	1	0	0
4185	4285	571225	11179406	felony	property	2012-09-22	381	6053989	53.654794520547945	M	Black	2017-03-02	0	1	0
4957	2368	1052139	11175352	misdemeanor	property	2012-09-24	891	6537189	48.367123287671234	M	White	2016-10-14	0	0	0
5464	2635	1214199	11175598	misdemeanor	violent	2012-09-24	316	5133966	35.97260273972603	M	Black	2017-09-22	0	0	0
1736	4684	57158	11170763	misdemeanor	drug	2012-09-25	168	3882249	29.983561643835618	M	Black	2018-04-23	0	0	0
4583	4685	915957	11170779	misdemeanor	drug	2012-09-25	70	7206185	48.07671232876712	M	mixed	2016-04-21	0	0	1
4577	695	915957	11170778	felony	drug	2012-09-25	70	7206185	48.07671232876712	M	mixed	2016-04-21	0	1	1
2476	180	78786	11166324	misdemeanor	violent	2012-09-26	479	6645202	24.15068493150685	M	White	2016-09-12	0	0	0
4586	4840	915957	11163905	misdemeanor	other	2012-09-27	70	7206185	48.07671232876712	M	mixed	2016-04-21	0	0	2
1568	694	51883	11163480	felony	violent	2012-09-27	752	5828497	25.980821917808218	M	mixed	2017-04-30	1	1	1
4595	4727	920520	11160416	misdemeanor	drug	2012-09-28	604	6577694	48.33698630136986	F	Black	2016-10-01	0	0	0
1375	1519	47273	11158487	misdemeanor	drug	2012-09-29	621	7465597	23.38082191780822	M	Black	2016-02-13	1	0	3
3030	2557	92826	11152346	misdemeanor	other	2012-10-02	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
3179	3563	113657	11150684	misdemeanor	other	2012-10-03	814	6607334	23.334246575342465	M	Black	2016-09-22	0	0	0
1547	1533	51530	11148185	felony	violent	2012-10-03	770	2916797	32.6958904109589	F	Black	2018-10-03	1	1	0
273	684	10237	11148449	misdemeanor	violent	2012-10-03	516	3013712	26.4986301369863	M	Black	2018-09-16	0	0	0
274	711	10237	11148450	misdemeanor	drug	2012-10-03	516	3013712	26.4986301369863	M	Black	2018-09-16	0	0	0
2076	3661	67939	11140088	misdemeanor	property	2012-10-07	707	5475688	60.42191780821918	M	Black	2017-07-21	0	0	0
1569	710	51883	11131684	felony	violent	2012-10-09	752	5828497	25.980821917808218	M	mixed	2017-04-30	0	1	2
5036	5713	1060589	11134473	misdemeanor	other	2012-10-09	199	4941565	28.134246575342463	M	Black	2017-10-27	0	0	0
209	709	9003	11131916	misdemeanor	violent	2012-10-09	906	6872176	33.45753424657534	F	Black	2016-07-06	0	0	0
5448	1944	1182268	11129271	misdemeanor	drug	2012-10-10	830	3094265	38.59178082191781	M	White	2018-08-31	0	0	0
2938	3562	92254	11124555	misdemeanor	property	2012-10-12	413	4354694	25.13150684931507	M	Black	2018-02-11	0	0	0
3976	1531	404843	11120199	misdemeanor	drug	2012-10-13	322	3550258	32.032876712328765	M	mixed	2018-06-23	0	0	0
3770	4625	336042	11119974	misdemeanor	other	2012-10-13	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
1756	4845	57265	11119061	misdemeanor	drug	2012-10-14	116	5435848	31.40821917808219	M	Black	2017-07-29	1	0	0
3029	2500	92826	11119228	misdemeanor	property	2012-10-14	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
646	2329	24750	11117030	misdemeanor	property	2012-10-15	313	2586870	35.0958904109589	M	White	2018-12-06	1	0	0
662	2453	24750	20284920	misdemeanor	property	2012-10-15	313	2586870	35.0958904109589	M	White	2018-12-06	1	0	0
2012	3810	66046	11118403	felony	violent	2012-10-15	909	5057571	24.473972602739725	M	Black	2017-10-06	0	1	0
161	1343	7833	11116181	misdemeanor	violent	2012-10-15	969	2827385	40.71232876712329	F	Black	2018-10-21	0	0	0
1526	1530	51435	11116312	felony	violent	2012-10-15	726	4761709	33.465753424657535	M	Black	2017-11-24	1	1	0
5376	1665	1130673	11110196	felony	drug	2012-10-17	599	7005244	25.65205479452055	M	Black	2016-05-28	1	1	0
69	1943	2870	11105983	felony	violent	2012-10-18	290	3819130	38.43835616438356	M	White	2018-05-04	0	1	0
793	6372	26596	11107948	misdemeanor	other	2012-10-18	137	7370720	46.40547945205479	M	mixed	2016-03-09	0	0	0
3175	3418	112145	11108325	misdemeanor	property	2012-10-18	466	6939057	22.775342465753425	M	mixed	2016-06-17	0	0	0
4761	708	988101	11101826	misdemeanor	property	2012-10-19	57	6185866	33.271232876712325	M	Black	2017-01-28	0	0	1
4570	5019	913768	11101891	misdemeanor	other	2012-10-19	675	7583303	41.04383561643836	M	Black	2016-01-08	0	0	0
4861	5818	1004917	11104353	felony	violent	2012-10-19	22	7465428	30.432876712328767	F	Black	2016-02-14	0	1	0
4860	5814	1004917	28242441	felony	violent	2012-10-19	22	7465428	30.432876712328767	F	Black	2016-02-14	0	1	0
1078	4037	33016	11103213	misdemeanor	drug	2012-10-19	43	6443817	28.084931506849315	F	mixed	2016-11-13	0	0	0
4828	1454	1000104	11099893	misdemeanor	property	2012-10-20	701	5327849	24.931506849315067	M	Black	2017-08-20	0	0	0
2657	614	82277	11099691	misdemeanor	violent	2012-10-20	725	7591971	30.315068493150687	M	Black	2016-01-06	0	0	0
1076	3561	32790	11100901	felony	property	2012-10-20	182	6744042	24.991780821917807	M	Black	2016-08-15	0	1	0
3755	613	336042	11099625	misdemeanor	property	2012-10-20	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
1981	516	65745	13654150	misdemeanor	property	2012-10-22	954	2673805	27.67945205479452	M	White	2018-11-19	0	0	0
4446	707	908756	11091397	misdemeanor	violent	2012-10-23	350	7027943	35.915068493150685	M	Black	2016-05-21	0	0	0
656	2414	24750	11089202	misdemeanor	drug	2012-10-24	313	2586870	35.0958904109589	M	White	2018-12-06	1	0	0
1542	706	51530	11079859	felony	violent	2012-10-26	770	2916797	32.6958904109589	F	Black	2018-10-03	0	1	1
3909	6270	349867	11081290	misdemeanor	other	2012-10-26	676	6357251	23.82191780821918	F	White	2016-12-09	0	0	0
419	238	14780	11909369	felony	property	2012-10-26	175	11966928	22.197260273972603	M	White	2016-04-12	0	1	0
200	880	8819	11078220	misdemeanor	violent	2012-10-27	877	5059344	42.56438356164384	M	Black	2017-10-05	1	0	0
2596	879	81249	11078325	misdemeanor	drug	2012-10-27	529	3377366	50.26849315068493	M	Black	2018-07-24	0	0	0
437	2998	15177	11079123	misdemeanor	violent	2012-10-27	331	5497906	40.90958904109589	M	Black	2017-07-17	0	0	0
5332	1942	1127005	11073385	misdemeanor	property	2012-10-31	234	3052452	52.342465753424655	M	White	2018-09-08	0	0	0
4995	2997	1058203	11075208	misdemeanor	drug	2012-10-31	373	7234140	27.33150684931507	M	Black	2016-04-15	0	0	0
3176	3659	112145	11074891	misdemeanor	property	2012-10-31	466	6939057	22.775342465753425	M	mixed	2016-06-17	0	0	0
3084	3417	94941	11071193	misdemeanor	property	2012-11-01	272	4434854	25.70958904109589	M	Black	2018-01-28	0	0	0
5610	5543	1306011	11070325	felony	other	2012-11-01	447	7193530	59.12054794520548	M	White	2016-04-26	0	1	0
3225	263	126282	11057507	misdemeanor	violent	2012-11-06	3	3573863	36.465753424657535	M	Black	2018-06-20	1	0	0
5557	2930	1297492	11053617	misdemeanor	property	2012-11-08	33	6957590	22.775342465753425	M	White	2016-06-13	0	0	0
1523	705	51435	11050780	felony	violent	2012-11-08	726	4761709	33.465753424657535	M	Black	2017-11-24	0	1	1
1763	878	57529	11046794	misdemeanor	drug	2012-11-09	153	7224958	25.56438356164384	M	Black	2016-04-17	1	0	3
5578	2833	1301492	11047934	felony	violent	2012-11-09	910	4810567	26.76438356164384	M	Black	2017-11-16	1	1	0
2788	1342	84823	11047013	felony	drug	2012-11-09	400	2922877	24.0	M	Black	2018-10-02	1	1	0
5575	2730	1301492	11039914	misdemeanor	property	2012-11-13	910	4810567	26.76438356164384	M	Black	2017-11-16	1	0	1
5573	2718	1301492	21316385	misdemeanor	property	2012-11-13	910	4810567	26.76438356164384	M	Black	2017-11-16	1	0	1
6130	2660	2248903	11036674	misdemeanor	drug	2012-11-14	913	7276076	33.21095890410959	M	White	2016-04-04	0	0	0
2348	2717	75036	21316380	misdemeanor	drug	2012-11-14	533	6707445	28.55890410958904	M	White	2016-08-25	0	0	0
647	2332	24750	11036473	felony	drug	2012-11-14	313	2586870	35.0958904109589	M	White	2018-12-06	0	1	0
2349	2729	75036	11036692	misdemeanor	drug	2012-11-14	533	6707445	28.55890410958904	M	White	2016-08-25	0	0	0
663	2455	24750	20285735	felony	drug	2012-11-14	313	2586870	35.0958904109589	M	White	2018-12-06	0	1	0
5465	1341	1236019	11031416	felony	violent	2012-11-15	552	4801505	31.194520547945206	M	Black	2017-11-17	0	1	0
159	704	7833	11031715	misdemeanor	violent	2012-11-15	969	2827385	40.71232876712329	F	Black	2018-10-21	0	0	0
5821	2298	1499946	11023891	misdemeanor	drug	2012-11-19	653	6322340	25.86849315068493	M	White	2016-12-19	0	0	0
5822	5331	1499946	11023890	misdemeanor	drug	2012-11-19	653	6322340	25.86849315068493	M	White	2016-12-19	0	0	0
1408	524	48211	11019857	misdemeanor	property	2012-11-20	843	3250281	34.2	M	White	2018-07-30	1	0	0
3563	3658	265085	11022578	misdemeanor	drug	2012-11-20	541	3232676	43.10410958904109	M	Black	2018-08-03	0	0	0
777	4191	26596	11018216	misdemeanor	property	2012-11-21	137	7370720	46.40547945205479	M	mixed	2016-03-09	0	0	0
1708	1079	56452	11014946	felony	violent	2012-11-21	411	6237431	56.37808219178082	M	Black	2017-01-13	1	1	0
655	2413	24750	11007531	misdemeanor	drug	2012-11-26	313	2586870	35.0958904109589	M	White	2018-12-06	0	0	2
5577	2832	1301492	11003350	felony	property	2012-11-27	910	4810567	26.76438356164384	M	Black	2017-11-16	1	1	1
3715	333	324828	10986151	felony	violent	2012-11-30	789	3377463	34.227397260273975	M	Black	2018-07-24	0	1	0
5574	2728	1301492	10987762	felony	violent	2012-11-30	910	4810567	26.76438356164384	M	Black	2017-11-16	1	1	2
5572	2716	1301492	21316284	felony	violent	2012-11-30	910	4810567	26.76438356164384	M	Black	2017-11-16	1	1	2
3993	262	442499	10986170	misdemeanor	drug	2012-11-30	7	5053285	29.23835616438356	M	White	2017-10-06	0	0	0
792	6371	26596	10988416	misdemeanor	other	2012-11-30	137	7370720	46.40547945205479	M	mixed	2016-03-09	0	0	0
22	4844	2003	10983030	misdemeanor	other	2012-12-02	325	3551844	53.465753424657535	M	Black	2018-06-22	0	0	2
1766	1078	57529	10980264	misdemeanor	violent	2012-12-03	153	7224958	25.56438356164384	M	Black	2016-04-17	1	0	3
5773	2887	1448386	10977554	misdemeanor	property	2012-12-04	1	5958672	44.989041095890414	M	Black	2017-03-29	0	0	0
1369	702	47273	10976123	misdemeanor	drug	2012-12-04	621	7465597	23.38082191780822	M	Black	2016-02-13	1	0	3
2792	4730	84823	10972862	felony	drug	2012-12-05	400	2922877	24.0	M	Black	2018-10-02	1	1	1
1775	4842	57529	10969260	misdemeanor	property	2012-12-06	153	7224958	25.56438356164384	M	Black	2016-04-17	1	0	3
4503	1072	910635	10965921	felony	other	2012-12-07	841	4973877	61.01643835616439	M	Black	2017-10-22	1	1	0
4006	1525	451627	10964320	misdemeanor	drug	2012-12-08	293	6724161	44.64109589041096	M	Black	2016-08-21	0	0	0
602	2370	22194	10963663	misdemeanor	other	2012-12-09	820	4884956	37.95616438356164	F	White	2017-11-02	1	0	0
1761	698	57529	10960267	felony	drug	2012-12-10	153	7224958	25.56438356164384	M	Black	2016-04-17	0	1	3
1469	4729	49882	10955443	misdemeanor	other	2012-12-11	230	3596356	35.18082191780822	M	Black	2018-06-14	0	0	0
4002	873	451627	10948200	misdemeanor	property	2012-12-13	293	6724161	44.64109589041096	M	Black	2016-08-21	0	0	0
4244	4103	720250	10946838	misdemeanor	property	2012-12-14	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
6	1336	1788	10945223	felony	violent	2012-12-14	200	5879415	46.96164383561644	M		2017-04-17	1	1	0
4497	3149	910069	10944906	felony	violent	2012-12-15	408	5059604	27.77260273972603	F	mixed	2017-10-05	0	1	0
1210	2066	40790	10944312	misdemeanor	violent	2012-12-15	282	2793396	43.8054794520548	M	White	2018-10-27	0	0	0
67	1940	2870	10943242	misdemeanor	drug	2012-12-16	290	3819130	38.43835616438356	M	White	2018-05-04	0	0	1
1989	332	65964	10943037	felony	violent	2012-12-16	229	6725060	24.34794520547945	M	Black	2016-08-20	0	1	0
2036	511	66832	13649514	misdemeanor	other	2012-12-16	892	4100820	33.62465753424657	M	Black	2018-03-28	0	0	0
3099	3560	98350	10937959	misdemeanor	property	2012-12-18	183	4251991	53.772602739726025	M	Black	2018-03-02	1	0	1
2403	2830	76733	10933567	misdemeanor	property	2012-12-19	48	4573842	27.47945205479452	F	White	2017-12-30	0	0	0
2796	4990	84823	10932763	misdemeanor	property	2012-12-19	400	2922877	24.0	M	Black	2018-10-02	1	0	2
4	1066	1788	10928764	felony	violent	2012-12-20	200	5879415	46.96164383561644	M		2017-04-17	1	1	1
846	4189	27249	10927051	misdemeanor	property	2012-12-21	960	6478529	22.87945205479452	M	Black	2016-11-01	0	0	0
3028	2497	92826	10926509	misdemeanor	property	2012-12-21	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
5236	3086	1111687	28254329	misdemeanor	other	2012-12-22	950	5936371	33.51780821917808	M	White	2017-04-03	0	0	0
875	6365	27249	10924979	misdemeanor	other	2012-12-22	960	6478529	22.87945205479452	M	Black	2016-11-01	0	0	0
1008	2555	29538	10922595	misdemeanor	property	2012-12-24	756	4502396	35.553424657534244	M	Black	2018-01-16	0	0	0
552	5653	19918	10922711	misdemeanor	other	2012-12-24	562	2977729	27.96712328767123	M	White	2018-09-22	0	0	0
550	5651	19918	10922710	misdemeanor	property	2012-12-24	562	2977729	27.96712328767123	M	White	2018-09-22	0	0	0
551	5652	19918	10922712	misdemeanor	other	2012-12-24	562	2977729	27.96712328767123	M	White	2018-09-22	0	0	0
5920	2975	1602937	10920861	misdemeanor	property	2012-12-26	240	4143130	44.59452054794521	F	White	2018-03-21	0	0	0
748	4287	26152	10917892	felony	violent	2012-12-27	671	4957370	27.528767123287672	M	Black	2017-10-24	0	1	0
775	4188	26596	10917887	misdemeanor	property	2012-12-27	137	7370720	46.40547945205479	M	mixed	2016-03-09	0	0	0
3152	5971	101916	10915895	misdemeanor	property	2012-12-28	504	7278705	25.991780821917807	M	Black	2016-04-03	0	0	0
3139	3415	101770	10915587	misdemeanor	property	2012-12-28	354	5351996	26.92602739726028	F		2017-08-15	0	0	0
1412	1071	48211	10912072	felony	violent	2012-12-29	843	3250281	34.2	M	White	2018-07-30	0	1	0
1475	4853	49882	10907074	misdemeanor	other	2013-01-02	230	3596356	35.18082191780822	M	Black	2018-06-14	0	0	0
280	1352	10237	10898859	misdemeanor	drug	2013-01-04	516	3013712	26.4986301369863	M	Black	2018-09-16	0	0	0
5589	2722	1302621	10900717	misdemeanor	violent	2013-01-04	85	2907242	54.24657534246575	M	Black	2018-10-05	0	0	0
1707	713	56452	10898510	felony	violent	2013-01-04	411	6237431	56.37808219178082	M	Black	2017-01-13	0	1	1
3772	4628	336042	10895485	misdemeanor	other	2013-01-06	610	5170311	55.30684931506849	M	White	2017-09-15	0	0	0
2789	1539	84823	10895655	felony	property	2013-01-06	400	2922877	24.0	M	Black	2018-10-02	1	1	2
60	5216	2778	10893624	misdemeanor	property	2013-01-07	35	4871957	29.649315068493152	M	mixed	2017-11-05	0	0	0
3245	3568	131507	10895117	felony	violent	2013-01-07	919	6995889	31.076712328767123	M	mixed	2016-06-01	0	1	0
3631	6097	316053	10890985	felony	property	2013-01-08	353	5560634	41.33698630136986	F	White	2017-07-03	1	1	0
3632	6199	316053	10888043	felony	property	2013-01-09	353	5560634	41.33698630136986	F	White	2017-07-03	0	1	1
3459	3820	239629	10888153	misdemeanor	drug	2013-01-09	547	5585793	27.71780821917808	M	Black	2017-06-27	0	0	0
4661	894	942846	10882719	misdemeanor	drug	2013-01-10	662	7476023	44.3013698630137	M	Black	2016-02-10	1	0	0
1017	3670	29538	10881294	misdemeanor	drug	2013-01-11	756	4502396	35.553424657534244	M	Black	2018-01-16	0	0	0
6053	1741	1801200	10878603	misdemeanor	violent	2013-01-11	999	5728587	54.44109589041096	M	White	2017-05-26	0	0	0
3829	4627	339988	10876766	misdemeanor	other	2013-01-11	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
3157	3671	103801	10881298	misdemeanor	violent	2013-01-11	997	7470210	22.88219178082192	M	Black	2016-02-12	0	0	1
4659	893	942762	10875434	misdemeanor	drug	2013-01-12	867	2978046	38.273972602739725	M	Black	2018-09-22	0	0	0
2598	892	81249	10874521	misdemeanor	drug	2013-01-13	529	3377366	50.26849315068493	M	Black	2018-07-24	0	0	0
3918	2192	351751	10868966	misdemeanor	violent	2013-01-15	171	6215292	23.90410958904109	F	White	2017-01-20	0	0	0
2237	1761	72764	10865717	misdemeanor	property	2013-01-16	885	6163577	22.72054794520548	F	Black	2017-02-03	0	0	0
4248	4194	720250	10863640	misdemeanor	other	2013-01-17	884	5705381	31.14246575342466	M	Black	2017-05-30	0	0	0
5021	5715	1059734	10861696	misdemeanor	other	2013-01-18	308	6984750	27.78904109589041	F	Black	2016-06-04	0	0	0
3801	529	339988	10857800	misdemeanor	property	2013-01-19	139	5998375	56.57534246575342	M		2017-03-17	0	0	0
5210	3393	1074774	10858733	felony	violent	2013-01-19	633	7021588	25.02465753424657	F	White	2016-05-24	1	1	0
5450	1895	1189790	10853871	misdemeanor	violent	2013-01-22	236	6847236	40.16712328767123	M	mixed	2016-07-14	0	0	0
2	724	1788	10853148	felony	property	2013-01-22	200	5879415	46.96164383561644	M		2017-04-17	1	1	2
1	723	1788	10853147	felony	violent	2013-01-22	200	5879415	46.96164383561644	M		2017-04-17	1	1	2
162	1351	7833	10850132	misdemeanor	drug	2013-01-23	969	2827385	40.71232876712329	F	Black	2018-10-21	0	0	0
1773	4692	57529	10847247	misdemeanor	drug	2013-01-24	153	7224958	25.56438356164384	M	Black	2016-04-17	0	0	4
1380	4741	47273	10847254	felony	drug	2013-01-24	621	7465597	23.38082191780822	M	Black	2016-02-13	1	1	3
5242	3155	1111687	10849387	misdemeanor	violent	2013-01-24	950	5936371	33.51780821917808	M	White	2017-04-03	0	0	0
1953	1091	65316	10840965	felony	drug	2013-01-25	429	6863214	36.42739726027397	M	Black	2016-07-08	1	1	0
